15.4,15.36,0.040000
15.5,15.45,0.050000
15.6,15.56,0.040000
15.7,15.66,0.040000
15.8,15.75,0.050000
15.9,15.86,0.040000
16.0,15.95,0.050000
16.1,16.06,0.040000
16.2,16.15,0.050000
16.3,16.26,0.040000
16.4,16.35,0.050000
16.5,16.46,0.040000
16.6,16.56,0.040000
16.7,16.65,0.050000
16.8,16.75,0.050000
16.9,16.86,0.040000
